NAME,County,State,variable,estimate,Sex,Age,Private_HI
"Brown County, Illinois",Brown, Illinois,B27002_048,43,Female,45 to 54 years,No
"Brown County, Illinois",Brown, Illinois,B27002_050,269,Female,55 to 64 years,Yes
"Brown County, Illinois",Brown, Illinois,B27002_051,60,Female,55 to 64 years,No
"Brown County, Illinois",Brown, Illinois,B27002_053,124,Female,65 to 74 years,Yes
"Brown County, Illinois",Brown, Illinois,B27002_054,139,Female,65 to 74 years,No
"Brown County, Illinois",Brown, Illinois,B27002_056,114,Female,75 years and over,Yes
"Brown County, Illinois",Brown, Illinois,B27002_057,82,Female,75 years and over,No
"Bureau County, Illinois",Bureau, Illinois,B27002_004,546,Male,Under 6 years,Yes
"Bureau County, Illinois",Bureau, Illinois,B27002_005,554,Male,Under 6 years,No
"Bureau County, Illinois",Bureau, Illinois,B27002_007,1897,Male,6 to 18 years,Yes
"Bureau County, Illinois",Bureau, Illinois,B27002_008,879,Male,6 to 18 years,No
"Bureau County, Illinois",Bureau, Illinois,B27002_010,1000,Male,19 to 25 years,Yes
"Bureau County, Illinois",Bureau, Illinois,B27002_011,302,Male,19 to 25 years,No
"Bureau County, Illinois",Bureau, Illinois,B27002_013,1172,Male,26 to 34 years,Yes
"Bureau County, Illinois",Bureau, Illinois,B27002_014,431,Male,26 to 34 years,No
"Bureau County, Illinois",Bureau, Illinois,B27002_016,1471,Male,35 to 44 years,Yes
"Bureau County, Illinois",Bureau, Illinois,B27002_017,362,Male,35 to 44 years,No
"Bureau County, Illinois",Bureau, Illinois,B27002_019,1821,Male,45 to 54 years,Yes
"Bureau County, Illinois",Bureau, Illinois,B27002_020,419,Male,45 to 54 years,No
"Bureau County, Illinois",Bureau, Illinois,B27002_022,2025,Male,55 to 64 years,Yes
"Bureau County, Illinois",Bureau, Illinois,B27002_023,358,Male,55 to 64 years,No
"Bureau County, Illinois",Bureau, Illinois,B27002_025,1100,Male,65 to 74 years,Yes
"Bureau County, Illinois",Bureau, Illinois,B27002_026,693,Male,65 to 74 years,No
"Bureau County, Illinois",Bureau, Illinois,B27002_028,1006,Male,75 years and over,Yes
"Bureau County, Illinois",Bureau, Illinois,B27002_029,254,Male,75 years and over,No
"Bureau County, Illinois",Bureau, Illinois,B27002_032,624,Female,Under 6 years,Yes
"Bureau County, Illinois",Bureau, Illinois,B27002_033,340,Female,Under 6 years,No
"Bureau County, Illinois",Bureau, Illinois,B27002_035,1843,Female,6 to 18 years,Yes
"Bureau County, Illinois",Bureau, Illinois,B27002_036,902,Female,6 to 18 years,No
"Bureau County, Illinois",Bureau, Illinois,B27002_038,763,Female,19 to 25 years,Yes
"Bureau County, Illinois",Bureau, Illinois,B27002_039,481,Female,19 to 25 years,No
"Bureau County, Illinois",Bureau, Illinois,B27002_041,903,Female,26 to 34 years,Yes
"Bureau County, Illinois",Bureau, Illinois,B27002_042,668,Female,26 to 34 years,No
"Bureau County, Illinois",Bureau, Illinois,B27002_044,1373,Female,35 to 44 years,Yes
"Bureau County, Illinois",Bureau, Illinois,B27002_045,487,Female,35 to 44 years,No
"Bureau County, Illinois",Bureau, Illinois,B27002_047,1738,Female,45 to 54 years,Yes
"Bureau County, Illinois",Bureau, Illinois,B27002_048,461,Female,45 to 54 years,No
"Bureau County, Illinois",Bureau, Illinois,B27002_050,2058,Female,55 to 64 years,Yes
"Bureau County, Illinois",Bureau, Illinois,B27002_051,408,Female,55 to 64 years,No
"Bureau County, Illinois",Bureau, Illinois,B27002_053,1256,Female,65 to 74 years,Yes
"Bureau County, Illinois",Bureau, Illinois,B27002_054,667,Female,65 to 74 years,No
"Bureau County, Illinois",Bureau, Illinois,B27002_056,1178,Female,75 years and over,Yes
"Bureau County, Illinois",Bureau, Illinois,B27002_057,570,Female,75 years and over,No
"Calhoun County, Illinois",Calhoun, Illinois,B27002_004,85,Male,Under 6 years,Yes
"Calhoun County, Illinois",Calhoun, Illinois,B27002_005,52,Male,Under 6 years,No
"Calhoun County, Illinois",Calhoun, Illinois,B27002_007,274,Male,6 to 18 years,Yes
"Calhoun County, Illinois",Calhoun, Illinois,B27002_008,139,Male,6 to 18 years,No
"Calhoun County, Illinois",Calhoun, Illinois,B27002_010,169,Male,19 to 25 years,Yes
"Calhoun County, Illinois",Calhoun, Illinois,B27002_011,43,Male,19 to 25 years,No
"Calhoun County, Illinois",Calhoun, Illinois,B27002_013,87,Male,26 to 34 years,Yes
"Calhoun County, Illinois",Calhoun, Illinois,B27002_014,83,Male,26 to 34 years,No
"Calhoun County, Illinois",Calhoun, Illinois,B27002_016,165,Male,35 to 44 years,Yes
"Calhoun County, Illinois",Calhoun, Illinois,B27002_017,89,Male,35 to 44 years,No
"Calhoun County, Illinois",Calhoun, Illinois,B27002_019,240,Male,45 to 54 years,Yes
"Calhoun County, Illinois",Calhoun, Illinois,B27002_020,99,Male,45 to 54 years,No
"Calhoun County, Illinois",Calhoun, Illinois,B27002_022,282,Male,55 to 64 years,Yes
"Calhoun County, Illinois",Calhoun, Illinois,B27002_023,107,Male,55 to 64 years,No
"Calhoun County, Illinois",Calhoun, Illinois,B27002_025,142,Male,65 to 74 years,Yes
"Calhoun County, Illinois",Calhoun, Illinois,B27002_026,136,Male,65 to 74 years,No
"Calhoun County, Illinois",Calhoun, Illinois,B27002_028,122,Male,75 years and over,Yes
"Calhoun County, Illinois",Calhoun, Illinois,B27002_029,82,Male,75 years and over,No
"Calhoun County, Illinois",Calhoun, Illinois,B27002_032,85,Female,Under 6 years,Yes
"Calhoun County, Illinois",Calhoun, Illinois,B27002_033,55,Female,Under 6 years,No
"Calhoun County, Illinois",Calhoun, Illinois,B27002_035,356,Female,6 to 18 years,Yes
"Calhoun County, Illinois",Calhoun, Illinois,B27002_036,72,Female,6 to 18 years,No
"Calhoun County, Illinois",Calhoun, Illinois,B27002_038,90,Female,19 to 25 years,Yes
"Calhoun County, Illinois",Calhoun, Illinois,B27002_039,24,Female,19 to 25 years,No
"Calhoun County, Illinois",Calhoun, Illinois,B27002_041,124,Female,26 to 34 years,Yes
"Calhoun County, Illinois",Calhoun, Illinois,B27002_042,71,Female,26 to 34 years,No
"Calhoun County, Illinois",Calhoun, Illinois,B27002_044,221,Female,35 to 44 years,Yes
"Calhoun County, Illinois",Calhoun, Illinois,B27002_045,32,Female,35 to 44 years,No
"Calhoun County, Illinois",Calhoun, Illinois,B27002_047,259,Female,45 to 54 years,Yes
"Calhoun County, Illinois",Calhoun, Illinois,B27002_048,76,Female,45 to 54 years,No
"Calhoun County, Illinois",Calhoun, Illinois,B27002_050,278,Female,55 to 64 years,Yes
"Calhoun County, Illinois",Calhoun, Illinois,B27002_051,66,Female,55 to 64 years,No
"Calhoun County, Illinois",Calhoun, Illinois,B27002_053,130,Female,65 to 74 years,Yes
"Calhoun County, Illinois",Calhoun, Illinois,B27002_054,163,Female,65 to 74 years,No
"Calhoun County, Illinois",Calhoun, Illinois,B27002_056,152,Female,75 years and over,Yes
"Calhoun County, Illinois",Calhoun, Illinois,B27002_057,127,Female,75 years and over,No
"Carroll County, Illinois",Carroll, Illinois,B27002_004,298,Male,Under 6 years,Yes
"Carroll County, Illinois",Carroll, Illinois,B27002_005,138,Male,Under 6 years,No
"Carroll County, Illinois",Carroll, Illinois,B27002_007,697,Male,6 to 18 years,Yes
"Carroll County, Illinois",Carroll, Illinois,B27002_008,359,Male,6 to 18 years,No
"Carroll County, Illinois",Carroll, Illinois,B27002_010,444,Male,19 to 25 years,Yes
"Carroll County, Illinois",Carroll, Illinois,B27002_011,125,Male,19 to 25 years,No
"Carroll County, Illinois",Carroll, Illinois,B27002_013,427,Male,26 to 34 years,Yes
"Carroll County, Illinois",Carroll, Illinois,B27002_014,225,Male,26 to 34 years,No
"Carroll County, Illinois",Carroll, Illinois,B27002_016,602,Male,35 to 44 years,Yes
"Carroll County, Illinois",Carroll, Illinois,B27002_017,151,Male,35 to 44 years,No
"Carroll County, Illinois",Carroll, Illinois,B27002_019,661,Male,45 to 54 years,Yes
"Carroll County, Illinois",Carroll, Illinois,B27002_020,223,Male,45 to 54 years,No
"Carroll County, Illinois",Carroll, Illinois,B27002_022,940,Male,55 to 64 years,Yes
"Carroll County, Illinois",Carroll, Illinois,B27002_023,196,Male,55 to 64 years,No
"Carroll County, Illinois",Carroll, Illinois,B27002_025,632,Male,65 to 74 years,Yes
"Carroll County, Illinois",Carroll, Illinois,B27002_026,336,Male,65 to 74 years,No
"Carroll County, Illinois",Carroll, Illinois,B27002_028,500,Male,75 years and over,Yes
"Carroll County, Illinois",Carroll, Illinois,B27002_029,173,Male,75 years and over,No
"Carroll County, Illinois",Carroll, Illinois,B27002_032,335,Female,Under 6 years,Yes
"Carroll County, Illinois",Carroll, Illinois,B27002_033,132,Female,Under 6 years,No
"Carroll County, Illinois",Carroll, Illinois,B27002_035,577,Female,6 to 18 years,Yes
"Carroll County, Illinois",Carroll, Illinois,B27002_036,386,Female,6 to 18 years,No
"Carroll County, Illinois",Carroll, Illinois,B27002_038,332,Female,19 to 25 years,Yes
"Carroll County, Illinois",Carroll, Illinois,B27002_039,182,Female,19 to 25 years,No
"Carroll County, Illinois",Carroll, Illinois,B27002_041,487,Female,26 to 34 years,Yes
"Carroll County, Illinois",Carroll, Illinois,B27002_042,169,Female,26 to 34 years,No
"Carroll County, Illinois",Carroll, Illinois,B27002_044,495,Female,35 to 44 years,Yes
"Carroll County, Illinois",Carroll, Illinois,B27002_045,245,Female,35 to 44 years,No
"Carroll County, Illinois",Carroll, Illinois,B27002_047,723,Female,45 to 54 years,Yes
"Carroll County, Illinois",Carroll, Illinois,B27002_048,194,Female,45 to 54 years,No
"Carroll County, Illinois",Carroll, Illinois,B27002_050,955,Female,55 to 64 years,Yes
"Carroll County, Illinois",Carroll, Illinois,B27002_051,249,Female,55 to 64 years,No
"Carroll County, Illinois",Carroll, Illinois,B27002_053,709,Female,65 to 74 years,Yes
"Carroll County, Illinois",Carroll, Illinois,B27002_054,285,Female,65 to 74 years,No
"Carroll County, Illinois",Carroll, Illinois,B27002_056,542,Female,75 years and over,Yes
"Carroll County, Illinois",Carroll, Illinois,B27002_057,252,Female,75 years and over,No
"Cass County, Illinois",Cass, Illinois,B27002_004,359,Male,Under 6 years,Yes
"Cass County, Illinois",Cass, Illinois,B27002_005,238,Male,Under 6 years,No
"Cass County, Illinois",Cass, Illinois,B27002_007,690,Male,6 to 18 years,Yes
"Cass County, Illinois",Cass, Illinois,B27002_008,403,Male,6 to 18 years,No
"Cass County, Illinois",Cass, Illinois,B27002_010,292,Male,19 to 25 years,Yes
"Cass County, Illinois",Cass, Illinois,B27002_011,152,Male,19 to 25 years,No
"Cass County, Illinois",Cass, Illinois,B27002_013,641,Male,26 to 34 years,Yes
"Cass County, Illinois",Cass, Illinois,B27002_014,182,Male,26 to 34 years,No
"Cass County, Illinois",Cass, Illinois,B27002_016,531,Male,35 to 44 years,Yes
"Cass County, Illinois",Cass, Illinois,B27002_017,252,Male,35 to 44 years,No
"Cass County, Illinois",Cass, Illinois,B27002_019,601,Male,45 to 54 years,Yes
"Cass County, Illinois",Cass, Illinois,B27002_020,226,Male,45 to 54 years,No
"Cass County, Illinois",Cass, Illinois,B27002_022,667,Male,55 to 64 years,Yes
"Cass County, Illinois",Cass, Illinois,B27002_023,179,Male,55 to 64 years,No
"Cass County, Illinois",Cass, Illinois,B27002_025,370,Male,65 to 74 years,Yes
"Cass County, Illinois",Cass, Illinois,B27002_026,156,Male,65 to 74 years,No
"Cass County, Illinois",Cass, Illinois,B27002_028,315,Male,75 years and over,Yes
"Cass County, Illinois",Cass, Illinois,B27002_029,56,Male,75 years and over,No
"Cass County, Illinois",Cass, Illinois,B27002_032,361,Female,Under 6 years,Yes
"Cass County, Illinois",Cass, Illinois,B27002_033,199,Female,Under 6 years,No
"Cass County, Illinois",Cass, Illinois,B27002_035,552,Female,6 to 18 years,Yes
"Cass County, Illinois",Cass, Illinois,B27002_036,397,Female,6 to 18 years,No
"Cass County, Illinois",Cass, Illinois,B27002_038,277,Female,19 to 25 years,Yes
"Cass County, Illinois",Cass, Illinois,B27002_039,188,Female,19 to 25 years,No
"Cass County, Illinois",Cass, Illinois,B27002_041,403,Female,26 to 34 years,Yes
"Cass County, Illinois",Cass, Illinois,B27002_042,279,Female,26 to 34 years,No
"Cass County, Illinois",Cass, Illinois,B27002_044,539,Female,35 to 44 years,Yes
"Cass County, Illinois",Cass, Illinois,B27002_045,237,Female,35 to 44 years,No
"Cass County, Illinois",Cass, Illinois,B27002_047,583,Female,45 to 54 years,Yes
"Cass County, Illinois",Cass, Illinois,B27002_048,258,Female,45 to 54 years,No
"Cass County, Illinois",Cass, Illinois,B27002_050,692,Female,55 to 64 years,Yes
"Cass County, Illinois",Cass, Illinois,B27002_051,147,Female,55 to 64 years,No
"Cass County, Illinois",Cass, Illinois,B27002_053,373,Female,65 to 74 years,Yes
"Cass County, Illinois",Cass, Illinois,B27002_054,190,Female,65 to 74 years,No
"Cass County, Illinois",Cass, Illinois,B27002_056,335,Female,75 years and over,Yes
"Cass County, Illinois",Cass, Illinois,B27002_057,200,Female,75 years and over,No
