NAME,County,State,variable,estimate,label
"Union County, Illinois",Union, Illinois,B19083_001,0.4472,Gini Index
"Vermilion County, Illinois",Vermilion, Illinois,B19083_001,0.4467,Gini Index
"Wabash County, Illinois",Wabash, Illinois,B19083_001,0.4286,Gini Index
"Warren County, Illinois",Warren, Illinois,B19083_001,0.4346,Gini Index
"Washington County, Illinois",Washington, Illinois,B19083_001,0.422,Gini Index
"Wayne County, Illinois",Wayne, Illinois,B19083_001,0.4151,Gini Index
"White County, Illinois",White, Illinois,B19083_001,0.4198,Gini Index
"Whiteside County, Illinois",Whiteside, Illinois,B19083_001,0.4306,Gini Index
"Will County, Illinois",Will, Illinois,B19083_001,0.4111,Gini Index
"Williamson County, Illinois",Williamson, Illinois,B19083_001,0.4456,Gini Index
"Winnebago County, Illinois",Winnebago, Illinois,B19083_001,0.4501,Gini Index
"Woodford County, Illinois",Woodford, Illinois,B19083_001,0.422,Gini Index
"Adams County, Indiana",Adams, Indiana,B19083_001,0.4149,Gini Index
"Allen County, Indiana",Allen, Indiana,B19083_001,0.4521,Gini Index
"Bartholomew County, Indiana",Bartholomew, Indiana,B19083_001,0.4319,Gini Index
"Benton County, Indiana",Benton, Indiana,B19083_001,0.3892,Gini Index
"Blackford County, Indiana",Blackford, Indiana,B19083_001,0.439,Gini Index
"Boone County, Indiana",Boone, Indiana,B19083_001,0.4771,Gini Index
"Brown County, Indiana",Brown, Indiana,B19083_001,0.4596,Gini Index
"Carroll County, Indiana",Carroll, Indiana,B19083_001,0.4056,Gini Index
"Cass County, Indiana",Cass, Indiana,B19083_001,0.4185,Gini Index
"Clark County, Indiana",Clark, Indiana,B19083_001,0.4191,Gini Index
"Clay County, Indiana",Clay, Indiana,B19083_001,0.3865,Gini Index
"Clinton County, Indiana",Clinton, Indiana,B19083_001,0.3888,Gini Index
"Crawford County, Indiana",Crawford, Indiana,B19083_001,0.4118,Gini Index
"Daviess County, Indiana",Daviess, Indiana,B19083_001,0.4137,Gini Index
"Dearborn County, Indiana",Dearborn, Indiana,B19083_001,0.4104,Gini Index
"Decatur County, Indiana",Decatur, Indiana,B19083_001,0.4022,Gini Index
"DeKalb County, Indiana",DeKalb, Indiana,B19083_001,0.4132,Gini Index
"Delaware County, Indiana",Delaware, Indiana,B19083_001,0.4746,Gini Index
"Dubois County, Indiana",Dubois, Indiana,B19083_001,0.4216,Gini Index
"Elkhart County, Indiana",Elkhart, Indiana,B19083_001,0.4183,Gini Index
"Fayette County, Indiana",Fayette, Indiana,B19083_001,0.4309,Gini Index
"Floyd County, Indiana",Floyd, Indiana,B19083_001,0.4452,Gini Index
"Fountain County, Indiana",Fountain, Indiana,B19083_001,0.4429,Gini Index
"Franklin County, Indiana",Franklin, Indiana,B19083_001,0.4089,Gini Index
"Fulton County, Indiana",Fulton, Indiana,B19083_001,0.4182,Gini Index
"Gibson County, Indiana",Gibson, Indiana,B19083_001,0.4148,Gini Index
"Grant County, Indiana",Grant, Indiana,B19083_001,0.414,Gini Index
"Greene County, Indiana",Greene, Indiana,B19083_001,0.3986,Gini Index
"Hamilton County, Indiana",Hamilton, Indiana,B19083_001,0.4378,Gini Index
"Hancock County, Indiana",Hancock, Indiana,B19083_001,0.3752,Gini Index
"Harrison County, Indiana",Harrison, Indiana,B19083_001,0.4131,Gini Index
"Hendricks County, Indiana",Hendricks, Indiana,B19083_001,0.3853,Gini Index
"Henry County, Indiana",Henry, Indiana,B19083_001,0.4234,Gini Index
"Howard County, Indiana",Howard, Indiana,B19083_001,0.4345,Gini Index
"Huntington County, Indiana",Huntington, Indiana,B19083_001,0.3827,Gini Index
"Jackson County, Indiana",Jackson, Indiana,B19083_001,0.4203,Gini Index
"Jasper County, Indiana",Jasper, Indiana,B19083_001,0.3775,Gini Index
"Jay County, Indiana",Jay, Indiana,B19083_001,0.4218,Gini Index
"Jefferson County, Indiana",Jefferson, Indiana,B19083_001,0.4321,Gini Index
"Jennings County, Indiana",Jennings, Indiana,B19083_001,0.3877,Gini Index
"Johnson County, Indiana",Johnson, Indiana,B19083_001,0.4135,Gini Index
"Knox County, Indiana",Knox, Indiana,B19083_001,0.4347,Gini Index
"Kosciusko County, Indiana",Kosciusko, Indiana,B19083_001,0.4112,Gini Index
"LaGrange County, Indiana",LaGrange, Indiana,B19083_001,0.4023,Gini Index
"Lake County, Indiana",Lake, Indiana,B19083_001,0.4473,Gini Index
"LaPorte County, Indiana",LaPorte, Indiana,B19083_001,0.4395,Gini Index
"Lawrence County, Indiana",Lawrence, Indiana,B19083_001,0.4067,Gini Index
"Madison County, Indiana",Madison, Indiana,B19083_001,0.4313,Gini Index
"Marion County, Indiana",Marion, Indiana,B19083_001,0.4804,Gini Index
"Marshall County, Indiana",Marshall, Indiana,B19083_001,0.4281,Gini Index
"Martin County, Indiana",Martin, Indiana,B19083_001,0.4123,Gini Index
"Miami County, Indiana",Miami, Indiana,B19083_001,0.4072,Gini Index
"Monroe County, Indiana",Monroe, Indiana,B19083_001,0.4998,Gini Index
"Montgomery County, Indiana",Montgomery, Indiana,B19083_001,0.3897,Gini Index
"Morgan County, Indiana",Morgan, Indiana,B19083_001,0.3873,Gini Index
"Newton County, Indiana",Newton, Indiana,B19083_001,0.3766,Gini Index
"Noble County, Indiana",Noble, Indiana,B19083_001,0.4026,Gini Index
"Ohio County, Indiana",Ohio, Indiana,B19083_001,0.3683,Gini Index
"Orange County, Indiana",Orange, Indiana,B19083_001,0.4297,Gini Index
"Owen County, Indiana",Owen, Indiana,B19083_001,0.3936,Gini Index
"Parke County, Indiana",Parke, Indiana,B19083_001,0.4321,Gini Index
"Perry County, Indiana",Perry, Indiana,B19083_001,0.4086,Gini Index
"Pike County, Indiana",Pike, Indiana,B19083_001,0.3817,Gini Index
"Porter County, Indiana",Porter, Indiana,B19083_001,0.4274,Gini Index
"Posey County, Indiana",Posey, Indiana,B19083_001,0.4065,Gini Index
"Pulaski County, Indiana",Pulaski, Indiana,B19083_001,0.3966,Gini Index
"Putnam County, Indiana",Putnam, Indiana,B19083_001,0.3973,Gini Index
"Randolph County, Indiana",Randolph, Indiana,B19083_001,0.4096,Gini Index
"Ripley County, Indiana",Ripley, Indiana,B19083_001,0.4111,Gini Index
"Rush County, Indiana",Rush, Indiana,B19083_001,0.4305,Gini Index
"St. Joseph County, Indiana",St. Joseph, Indiana,B19083_001,0.4691,Gini Index
"Scott County, Indiana",Scott, Indiana,B19083_001,0.4046,Gini Index
"Shelby County, Indiana",Shelby, Indiana,B19083_001,0.3978,Gini Index
"Spencer County, Indiana",Spencer, Indiana,B19083_001,0.4218,Gini Index
"Starke County, Indiana",Starke, Indiana,B19083_001,0.4155,Gini Index
"Steuben County, Indiana",Steuben, Indiana,B19083_001,0.3964,Gini Index
"Sullivan County, Indiana",Sullivan, Indiana,B19083_001,0.4359,Gini Index
"Switzerland County, Indiana",Switzerland, Indiana,B19083_001,0.4274,Gini Index
"Tippecanoe County, Indiana",Tippecanoe, Indiana,B19083_001,0.4688,Gini Index
"Tipton County, Indiana",Tipton, Indiana,B19083_001,0.4109,Gini Index
"Union County, Indiana",Union, Indiana,B19083_001,0.3792,Gini Index
"Vanderburgh County, Indiana",Vanderburgh, Indiana,B19083_001,0.4751,Gini Index
"Vermillion County, Indiana",Vermillion, Indiana,B19083_001,0.4169,Gini Index
"Vigo County, Indiana",Vigo, Indiana,B19083_001,0.4653,Gini Index
"Wabash County, Indiana",Wabash, Indiana,B19083_001,0.3999,Gini Index
"Warren County, Indiana",Warren, Indiana,B19083_001,0.3765,Gini Index
"Warrick County, Indiana",Warrick, Indiana,B19083_001,0.4347,Gini Index
"Washington County, Indiana",Washington, Indiana,B19083_001,0.4237,Gini Index
"Wayne County, Indiana",Wayne, Indiana,B19083_001,0.4702,Gini Index
"Wells County, Indiana",Wells, Indiana,B19083_001,0.3979,Gini Index
"White County, Indiana",White, Indiana,B19083_001,0.3929,Gini Index
"Whitley County, Indiana",Whitley, Indiana,B19083_001,0.3994,Gini Index
"Adair County, Kentucky",Adair, Kentucky,B19083_001,0.4696,Gini Index
"Allen County, Kentucky",Allen, Kentucky,B19083_001,0.4379,Gini Index
"Anderson County, Kentucky",Anderson, Kentucky,B19083_001,0.4073,Gini Index
"Ballard County, Kentucky",Ballard, Kentucky,B19083_001,0.4617,Gini Index
"Barren County, Kentucky",Barren, Kentucky,B19083_001,0.4345,Gini Index
"Bath County, Kentucky",Bath, Kentucky,B19083_001,0.4579,Gini Index
"Bell County, Kentucky",Bell, Kentucky,B19083_001,0.4975,Gini Index
"Boone County, Kentucky",Boone, Kentucky,B19083_001,0.4115,Gini Index
"Bourbon County, Kentucky",Bourbon, Kentucky,B19083_001,0.4526,Gini Index
"Boyd County, Kentucky",Boyd, Kentucky,B19083_001,0.4855,Gini Index
"Boyle County, Kentucky",Boyle, Kentucky,B19083_001,0.4731,Gini Index
"Bracken County, Kentucky",Bracken, Kentucky,B19083_001,0.4433,Gini Index
"Breathitt County, Kentucky",Breathitt, Kentucky,B19083_001,0.5253,Gini Index
"Breckinridge County, Kentucky",Breckinridge, Kentucky,B19083_001,0.425,Gini Index
"Bullitt County, Kentucky",Bullitt, Kentucky,B19083_001,0.3863,Gini Index
"Butler County, Kentucky",Butler, Kentucky,B19083_001,0.4487,Gini Index
"Caldwell County, Kentucky",Caldwell, Kentucky,B19083_001,0.5086,Gini Index
"Calloway County, Kentucky",Calloway, Kentucky,B19083_001,0.4863,Gini Index
"Campbell County, Kentucky",Campbell, Kentucky,B19083_001,0.4587,Gini Index
"Carlisle County, Kentucky",Carlisle, Kentucky,B19083_001,0.4914,Gini Index
"Carroll County, Kentucky",Carroll, Kentucky,B19083_001,0.4793,Gini Index
"Carter County, Kentucky",Carter, Kentucky,B19083_001,0.4846,Gini Index
"Casey County, Kentucky",Casey, Kentucky,B19083_001,0.4523,Gini Index
"Christian County, Kentucky",Christian, Kentucky,B19083_001,0.4557,Gini Index
"Clark County, Kentucky",Clark, Kentucky,B19083_001,0.4439,Gini Index
"Clay County, Kentucky",Clay, Kentucky,B19083_001,0.4947,Gini Index
"Clinton County, Kentucky",Clinton, Kentucky,B19083_001,0.5176,Gini Index
"Crittenden County, Kentucky",Crittenden, Kentucky,B19083_001,0.4595,Gini Index
"Cumberland County, Kentucky",Cumberland, Kentucky,B19083_001,0.4672,Gini Index
"Daviess County, Kentucky",Daviess, Kentucky,B19083_001,0.465,Gini Index
"Edmonson County, Kentucky",Edmonson, Kentucky,B19083_001,0.4268,Gini Index
"Elliott County, Kentucky",Elliott, Kentucky,B19083_001,0.4495,Gini Index
"Estill County, Kentucky",Estill, Kentucky,B19083_001,0.4767,Gini Index
"Fayette County, Kentucky",Fayette, Kentucky,B19083_001,0.4947,Gini Index
"Fleming County, Kentucky",Fleming, Kentucky,B19083_001,0.4652,Gini Index
"Floyd County, Kentucky",Floyd, Kentucky,B19083_001,0.5007,Gini Index
"Franklin County, Kentucky",Franklin, Kentucky,B19083_001,0.3896,Gini Index
"Fulton County, Kentucky",Fulton, Kentucky,B19083_001,0.4807,Gini Index
"Gallatin County, Kentucky",Gallatin, Kentucky,B19083_001,0.3958,Gini Index
"Garrard County, Kentucky",Garrard, Kentucky,B19083_001,0.4325,Gini Index
"Grant County, Kentucky",Grant, Kentucky,B19083_001,0.4178,Gini Index
"Graves County, Kentucky",Graves, Kentucky,B19083_001,0.4691,Gini Index
"Grayson County, Kentucky",Grayson, Kentucky,B19083_001,0.447,Gini Index
"Green County, Kentucky",Green, Kentucky,B19083_001,0.5065,Gini Index
"Greenup County, Kentucky",Greenup, Kentucky,B19083_001,0.4585,Gini Index
"Hancock County, Kentucky",Hancock, Kentucky,B19083_001,0.3713,Gini Index
"Hardin County, Kentucky",Hardin, Kentucky,B19083_001,0.4393,Gini Index
"Harlan County, Kentucky",Harlan, Kentucky,B19083_001,0.4803,Gini Index
"Harrison County, Kentucky",Harrison, Kentucky,B19083_001,0.4305,Gini Index
"Hart County, Kentucky",Hart, Kentucky,B19083_001,0.4621,Gini Index
"Henderson County, Kentucky",Henderson, Kentucky,B19083_001,0.462,Gini Index
"Henry County, Kentucky",Henry, Kentucky,B19083_001,0.4308,Gini Index
"Hickman County, Kentucky",Hickman, Kentucky,B19083_001,0.4824,Gini Index
"Hopkins County, Kentucky",Hopkins, Kentucky,B19083_001,0.4491,Gini Index
"Jackson County, Kentucky",Jackson, Kentucky,B19083_001,0.4579,Gini Index
"Jefferson County, Kentucky",Jefferson, Kentucky,B19083_001,0.477,Gini Index
"Jessamine County, Kentucky",Jessamine, Kentucky,B19083_001,0.4942,Gini Index
"Johnson County, Kentucky",Johnson, Kentucky,B19083_001,0.4966,Gini Index
"Kenton County, Kentucky",Kenton, Kentucky,B19083_001,0.4485,Gini Index
"Knott County, Kentucky",Knott, Kentucky,B19083_001,0.4677,Gini Index
"Knox County, Kentucky",Knox, Kentucky,B19083_001,0.5115,Gini Index
"Larue County, Kentucky",Larue, Kentucky,B19083_001,0.4218,Gini Index
"Laurel County, Kentucky",Laurel, Kentucky,B19083_001,0.469,Gini Index
"Lawrence County, Kentucky",Lawrence, Kentucky,B19083_001,0.501,Gini Index
"Lee County, Kentucky",Lee, Kentucky,B19083_001,0.5154,Gini Index
"Leslie County, Kentucky",Leslie, Kentucky,B19083_001,0.4809,Gini Index
"Letcher County, Kentucky",Letcher, Kentucky,B19083_001,0.4967,Gini Index
"Lewis County, Kentucky",Lewis, Kentucky,B19083_001,0.5111,Gini Index
"Lincoln County, Kentucky",Lincoln, Kentucky,B19083_001,0.4369,Gini Index
"Livingston County, Kentucky",Livingston, Kentucky,B19083_001,0.4905,Gini Index
"Logan County, Kentucky",Logan, Kentucky,B19083_001,0.444,Gini Index
"Lyon County, Kentucky",Lyon, Kentucky,B19083_001,0.4459,Gini Index
"McCracken County, Kentucky",McCracken, Kentucky,B19083_001,0.531,Gini Index
"McCreary County, Kentucky",McCreary, Kentucky,B19083_001,0.5039,Gini Index
"McLean County, Kentucky",McLean, Kentucky,B19083_001,0.4201,Gini Index
"Madison County, Kentucky",Madison, Kentucky,B19083_001,0.4587,Gini Index
"Magoffin County, Kentucky",Magoffin, Kentucky,B19083_001,0.4943,Gini Index
"Marion County, Kentucky",Marion, Kentucky,B19083_001,0.4454,Gini Index
"Marshall County, Kentucky",Marshall, Kentucky,B19083_001,0.4372,Gini Index
"Martin County, Kentucky",Martin, Kentucky,B19083_001,0.4491,Gini Index
"Mason County, Kentucky",Mason, Kentucky,B19083_001,0.5079,Gini Index
"Meade County, Kentucky",Meade, Kentucky,B19083_001,0.414,Gini Index
"Menifee County, Kentucky",Menifee, Kentucky,B19083_001,0.4163,Gini Index
"Mercer County, Kentucky",Mercer, Kentucky,B19083_001,0.43120000000000003,Gini Index
"Metcalfe County, Kentucky",Metcalfe, Kentucky,B19083_001,0.4517,Gini Index
"Monroe County, Kentucky",Monroe, Kentucky,B19083_001,0.5282,Gini Index
"Montgomery County, Kentucky",Montgomery, Kentucky,B19083_001,0.439,Gini Index
"Morgan County, Kentucky",Morgan, Kentucky,B19083_001,0.4619,Gini Index
"Muhlenberg County, Kentucky",Muhlenberg, Kentucky,B19083_001,0.4299,Gini Index
"Nelson County, Kentucky",Nelson, Kentucky,B19083_001,0.4828,Gini Index
"Nicholas County, Kentucky",Nicholas, Kentucky,B19083_001,0.4552,Gini Index
"Ohio County, Kentucky",Ohio, Kentucky,B19083_001,0.4957,Gini Index
"Oldham County, Kentucky",Oldham, Kentucky,B19083_001,0.4321,Gini Index
"Owen County, Kentucky",Owen, Kentucky,B19083_001,0.466,Gini Index
"Owsley County, Kentucky",Owsley, Kentucky,B19083_001,0.5419,Gini Index
"Pendleton County, Kentucky",Pendleton, Kentucky,B19083_001,0.4022,Gini Index
"Perry County, Kentucky",Perry, Kentucky,B19083_001,0.5073,Gini Index
"Pike County, Kentucky",Pike, Kentucky,B19083_001,0.509,Gini Index
"Powell County, Kentucky",Powell, Kentucky,B19083_001,0.4515,Gini Index
"Pulaski County, Kentucky",Pulaski, Kentucky,B19083_001,0.4918,Gini Index
"Robertson County, Kentucky",Robertson, Kentucky,B19083_001,0.4812,Gini Index
"Rockcastle County, Kentucky",Rockcastle, Kentucky,B19083_001,0.4525,Gini Index
"Rowan County, Kentucky",Rowan, Kentucky,B19083_001,0.4793,Gini Index
"Russell County, Kentucky",Russell, Kentucky,B19083_001,0.4376,Gini Index
"Scott County, Kentucky",Scott, Kentucky,B19083_001,0.4154,Gini Index
"Shelby County, Kentucky",Shelby, Kentucky,B19083_001,0.4588,Gini Index
"Simpson County, Kentucky",Simpson, Kentucky,B19083_001,0.4316,Gini Index
"Spencer County, Kentucky",Spencer, Kentucky,B19083_001,0.3887,Gini Index
"Taylor County, Kentucky",Taylor, Kentucky,B19083_001,0.4751,Gini Index
"Todd County, Kentucky",Todd, Kentucky,B19083_001,0.4927,Gini Index
"Trigg County, Kentucky",Trigg, Kentucky,B19083_001,0.4175,Gini Index
"Trimble County, Kentucky",Trimble, Kentucky,B19083_001,0.4569,Gini Index
"Union County, Kentucky",Union, Kentucky,B19083_001,0.4204,Gini Index
"Warren County, Kentucky",Warren, Kentucky,B19083_001,0.4769,Gini Index
"Washington County, Kentucky",Washington, Kentucky,B19083_001,0.4261,Gini Index
"Wayne County, Kentucky",Wayne, Kentucky,B19083_001,0.4693,Gini Index
"Webster County, Kentucky",Webster, Kentucky,B19083_001,0.4602,Gini Index
"Whitley County, Kentucky",Whitley, Kentucky,B19083_001,0.493,Gini Index
"Wolfe County, Kentucky",Wolfe, Kentucky,B19083_001,0.4718,Gini Index
"Woodford County, Kentucky",Woodford, Kentucky,B19083_001,0.4313,Gini Index
"Alcona County, Michigan",Alcona, Michigan,B19083_001,0.4313,Gini Index
"Alger County, Michigan",Alger, Michigan,B19083_001,0.4146,Gini Index
"Allegan County, Michigan",Allegan, Michigan,B19083_001,0.4053,Gini Index
"Alpena County, Michigan",Alpena, Michigan,B19083_001,0.4391,Gini Index
"Antrim County, Michigan",Antrim, Michigan,B19083_001,0.4675,Gini Index
"Arenac County, Michigan",Arenac, Michigan,B19083_001,0.4209,Gini Index
"Baraga County, Michigan",Baraga, Michigan,B19083_001,0.4528,Gini Index
"Barry County, Michigan",Barry, Michigan,B19083_001,0.3916,Gini Index
"Bay County, Michigan",Bay, Michigan,B19083_001,0.4387,Gini Index
"Benzie County, Michigan",Benzie, Michigan,B19083_001,0.4048,Gini Index
"Berrien County, Michigan",Berrien, Michigan,B19083_001,0.4807,Gini Index
"Branch County, Michigan",Branch, Michigan,B19083_001,0.4117,Gini Index
"Calhoun County, Michigan",Calhoun, Michigan,B19083_001,0.4435,Gini Index
"Cass County, Michigan",Cass, Michigan,B19083_001,0.4473,Gini Index
"Charlevoix County, Michigan",Charlevoix, Michigan,B19083_001,0.47,Gini Index
"Cheboygan County, Michigan",Cheboygan, Michigan,B19083_001,0.422,Gini Index
"Chippewa County, Michigan",Chippewa, Michigan,B19083_001,0.4534,Gini Index
"Clare County, Michigan",Clare, Michigan,B19083_001,0.4513,Gini Index
"Clinton County, Michigan",Clinton, Michigan,B19083_001,0.4221,Gini Index
"Crawford County, Michigan",Crawford, Michigan,B19083_001,0.407,Gini Index
"Delta County, Michigan",Delta, Michigan,B19083_001,0.4378,Gini Index
"Dickinson County, Michigan",Dickinson, Michigan,B19083_001,0.4411,Gini Index
"Eaton County, Michigan",Eaton, Michigan,B19083_001,0.4149,Gini Index
"Emmet County, Michigan",Emmet, Michigan,B19083_001,0.4594,Gini Index
"Genesee County, Michigan",Genesee, Michigan,B19083_001,0.465,Gini Index
"Gladwin County, Michigan",Gladwin, Michigan,B19083_001,0.4407,Gini Index
"Gogebic County, Michigan",Gogebic, Michigan,B19083_001,0.487,Gini Index
"Grand Traverse County, Michigan",Grand Traverse, Michigan,B19083_001,0.4484,Gini Index
"Gratiot County, Michigan",Gratiot, Michigan,B19083_001,0.4575,Gini Index
"Hillsdale County, Michigan",Hillsdale, Michigan,B19083_001,0.4344,Gini Index
"Houghton County, Michigan",Houghton, Michigan,B19083_001,0.4724,Gini Index
"Huron County, Michigan",Huron, Michigan,B19083_001,0.4335,Gini Index
"Ingham County, Michigan",Ingham, Michigan,B19083_001,0.4757,Gini Index
"Ionia County, Michigan",Ionia, Michigan,B19083_001,0.395,Gini Index
"Iosco County, Michigan",Iosco, Michigan,B19083_001,0.4217,Gini Index
"Iron County, Michigan",Iron, Michigan,B19083_001,0.4334,Gini Index
"Isabella County, Michigan",Isabella, Michigan,B19083_001,0.4803,Gini Index
"Jackson County, Michigan",Jackson, Michigan,B19083_001,0.4439,Gini Index
"Kalamazoo County, Michigan",Kalamazoo, Michigan,B19083_001,0.4673,Gini Index
"Kalkaska County, Michigan",Kalkaska, Michigan,B19083_001,0.4213,Gini Index
